Country Name,CountryCode,Series Name,SeriesCode,Year,Value
Estonia,EST,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2001,59.0
Estonia,EST,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2001,6.681
Estonia,EST,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2001,9576.8
Estonia,EST,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2001,18.9
Estonia,EST,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,2001,31.87
Estonia,EST,Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CO2.TR.MT.CE.AR5,2001,1.97
Estonia,EST,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,2001,1.14
Estonia,EST,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),EN.GHG.CO2.IP.MT.CE.AR5,2001,0.76
Faroe Islands,FRO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2001,78.64
Faroe Islands,FRO,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2001,
Faroe Islands,FRO,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2001,
Faroe Islands,FRO,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2001,
Faroe Islands,FRO,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2001,2.6
Faroe Islands,FRO,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,2001,
Faroe Islands,FRO,Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CO2.TR.MT.CE.AR5,2001,
Faroe Islands,FRO,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,2001,
Faroe Islands,FRO,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),EN.GHG.CO2.IP.MT.CE.AR5,2001,0.0
Finland,FIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2001,77.97
Finland,FIN,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2001,10.0
Finland,FIN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2001,2.377
Finland,FIN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2001,34956.58
Finland,FIN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2001,29.2
Finland,FIN,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,2001,50.33
Finland,FIN,Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CO2.TR.MT.CE.AR5,2001,11.89
Finland,FIN,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,2001,10.89
Finland,FIN,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),EN.GHG.CO2.IP.MT.CE.AR5,2001,2.36
France,FRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2001,79.16
France,FRA,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2001,12.0
France,FRA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2001,1.243
France,FRA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2001,30652.97
France,FRA,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2001,9.4
France,FRA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,2001,53.4
France,FRA,Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CO2.TR.MT.CE.AR5,2001,134.22
France,FRA,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,2001,59.34
France,FRA,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),EN.GHG.CO2.IP.MT.CE.AR5,2001,27.93
Germany,DEU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2001,78.33
Germany,DEU,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2001,9.4
Germany,DEU,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2001,1.511
Germany,DEU,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2001,31555.35
Germany,DEU,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2001,3.9
Germany,DEU,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,2001,83.61
Germany,DEU,Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CO2.TR.MT.CE.AR5,2001,169.54
Germany,DEU,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,2001,96.44
Germany,DEU,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),EN.GHG.CO2.IP.MT.CE.AR5,2001,44.49
Greece,GRC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2001,78.39
Greece,GRC,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2001,5.2
Greece,GRC,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2001,3.592
Greece,GRC,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2001,17406.11
Greece,GRC,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2001,7.1
Greece,GRC,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,2001,94.39
Greece,GRC,Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CO2.TR.MT.CE.AR5,2001,19.77
Greece,GRC,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,2001,10.33
Greece,GRC,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),EN.GHG.CO2.IP.MT.CE.AR5,2001,7.63
Hungary,HUN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2001,72.25
Hungary,HUN,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2001,33.0
Hungary,HUN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2001,4.313
Hungary,HUN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2001,2613010.49
Hungary,HUN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2001,5.1
Hungary,HUN,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,2001,80.98
Hungary,HUN,Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CO2.TR.MT.CE.AR5,2001,9.34
Hungary,HUN,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,2001,6.0
Hungary,HUN,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),EN.GHG.CO2.IP.MT.CE.AR5,2001,3.97
Iceland,ISL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2001,80.69
Iceland,ISL,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2001,4.8
Iceland,ISL,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2001,2.64
Iceland,ISL,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2001,5710507.12
Iceland,ISL,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2001,62.1
Iceland,ISL,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,2001,22.89
Iceland,ISL,Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CO2.TR.MT.CE.AR5,2001,0.64
Iceland,ISL,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,2001,0.79
Iceland,ISL,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),EN.GHG.CO2.IP.MT.CE.AR5,2001,0.85
Ireland,IRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2001,77.13
Ireland,IRL,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2001,12.0
Ireland,IRL,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2001,3.642
Ireland,IRL,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2001,39162.57
Ireland,IRL,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2001,2.0
Ireland,IRL,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,2001,92.52
Ireland,IRL,Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CO2.TR.MT.CE.AR5,2001,10.88
Ireland,IRL,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,2001,5.14
Ireland,IRL,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),EN.GHG.CO2.IP.MT.CE.AR5,2001,2.74
Isle of Man,IMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2001,75.51
Isle of Man,IMN,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2001,
Isle of Man,IMN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2001,4.247
Isle of Man,IMN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2001,31615.85
Isle of Man,IMN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2001,
Isle of Man,IMN,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,2001,
Isle of Man,IMN,Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CO2.TR.MT.CE.AR5,2001,
Isle of Man,IMN,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,2001,
Isle of Man,IMN,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),EN.GHG.CO2.IP.MT.CE.AR5,2001,
Italy,ITA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2001,80.13
Italy,ITA,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2001,8.6
Italy,ITA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2001,1.894
Italy,ITA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2001,29710.04
Italy,ITA,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2001,5.4
Italy,ITA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,2001,91.4
Italy,ITA,Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CO2.TR.MT.CE.AR5,2001,118.49
Italy,ITA,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,2001,70.87
Italy,ITA,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),EN.GHG.CO2.IP.MT.CE.AR5,2001,29.18
Latvia,LVA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2001,70.76
Latvia,LVA,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2001,97.0
Latvia,LVA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2001,7.706
Latvia,LVA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2001,6528.6
Latvia,LVA,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2001,35.4
Latvia,LVA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,2001,63.67
Latvia,LVA,Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CO2.TR.MT.CE.AR5,2001,2.51
Latvia,LVA,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,2001,1.0
Latvia,LVA,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),EN.GHG.CO2.IP.MT.CE.AR5,2001,0.3
Liechtenstein,LIE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2001,79.28
Liechtenstein,LIE,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2001,
Liechtenstein,LIE,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2001,-1.774
Liechtenstein,LIE,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2001,121859.08
Liechtenstein,LIE,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2001,51.6
Liechtenstein,LIE,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,2001,
Liechtenstein,LIE,Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CO2.TR.MT.CE.AR5,2001,
Liechtenstein,LIE,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,2001,
Liechtenstein,LIE,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),EN.GHG.CO2.IP.MT.CE.AR5,2001,
Lithuania,LTU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2001,71.66
Lithuania,LTU,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2001,84.0
Lithuania,LTU,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2001,7.408
Lithuania,LTU,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2001,6218.26
Lithuania,LTU,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2001,17.6
Lithuania,LTU,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,2001,57.44
Lithuania,LTU,Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CO2.TR.MT.CE.AR5,2001,3.32
Lithuania,LTU,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,2001,1.04
Lithuania,LTU,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),EN.GHG.CO2.IP.MT.CE.AR5,2001,1.42
Luxembourg,LUX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2001,77.82
Luxembourg,LUX,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2001,8.1
Luxembourg,LUX,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2001,1.855
Luxembourg,LUX,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2001,84941.52
Luxembourg,LUX,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2001,3.4
Luxembourg,LUX,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,2001,84.98
Luxembourg,LUX,Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CO2.TR.MT.CE.AR5,2001,5.1
Luxembourg,LUX,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,2001,1.45
Luxembourg,LUX,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),EN.GHG.CO2.IP.MT.CE.AR5,2001,0.64
Moldova,MDA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2001,66.79
Moldova,MDA,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2001,99.0
Moldova,MDA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2001,6.338
Moldova,MDA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2001,26953.27
Moldova,MDA,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2001,5.6
Moldova,MDA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,2001,90.97
Moldova,MDA,Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CO2.TR.MT.CE.AR5,2001,0.71
Moldova,MDA,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,2001,0.5
Moldova,MDA,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),EN.GHG.CO2.IP.MT.CE.AR5,2001,0.17
Monaco,MCO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2001,
Monaco,MCO,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2001,0.0
Monaco,MCO,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2001,2.254
Monaco,MCO,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2001,109775.14
Monaco,MCO,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2001,
Monaco,MCO,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,2001,
Monaco,MCO,Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CO2.TR.MT.CE.AR5,2001,
Monaco,MCO,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,2001,
Monaco,MCO,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),EN.GHG.CO2.IP.MT.CE.AR5,2001,
Montenegro,MNE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2001,74.07
Montenegro,MNE,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2001,
Montenegro,MNE,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2001,0.694
Montenegro,MNE,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2001,3763.35
Montenegro,MNE,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2001,
Montenegro,MNE,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,2001,
Montenegro,MNE,Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CO2.TR.MT.CE.AR5,2001,
Montenegro,MNE,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,2001,
Montenegro,MNE,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),EN.GHG.CO2.IP.MT.CE.AR5,2001,
Netherlands,NLD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2001,78.19
Netherlands,NLD,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2001,10.0
Netherlands,NLD,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2001,1.557
Netherlands,NLD,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2001,37031.6
Netherlands,NLD,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2001,1.8
Netherlands,NLD,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,2001,94.2
Netherlands,NLD,Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CO2.TR.MT.CE.AR5,2001,32.37
Netherlands,NLD,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,2001,24.41
Netherlands,NLD,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),EN.GHG.CO2.IP.MT.CE.AR5,2001,13.19
North Macedonia,MKD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2001,73.44
North Macedonia,MKD,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2001,40.0
North Macedonia,MKD,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2001,-3.474
North Macedonia,MKD,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2001,133281.44
North Macedonia,MKD,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2001,15.2
North Macedonia,MKD,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,2001,89.81
North Macedonia,MKD,Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CO2.TR.MT.CE.AR5,2001,0.94
North Macedonia,MKD,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,2001,0.9
North Macedonia,MKD,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),EN.GHG.CO2.IP.MT.CE.AR5,2001,0.52
Norway,NOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2001,78.79
Norway,NOR,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2001,7.0
Norway,NOR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2001,1.552
Norway,NOR,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2001,555617.27
Norway,NOR,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2001,59.6
Norway,NOR,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,2001,55.66
Norway,NOR,Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CO2.TR.MT.CE.AR5,2001,12.26
Norway,NOR,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,2001,6.22
Norway,NOR,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),EN.GHG.CO2.IP.MT.CE.AR5,2001,8.2
Poland,POL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2001,74.2
Poland,POL,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2001,30.0
Poland,POL,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2001,1.287
Poland,POL,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2001,28039.82
Poland,POL,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2001,7.3
Poland,POL,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,2001,95.98
Poland,POL,Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CO2.TR.MT.CE.AR5,2001,26.8
Poland,POL,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,2001,40.2
Poland,POL,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),EN.GHG.CO2.IP.MT.CE.AR5,2001,12.63
Portugal,PRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2001,76.81
Portugal,PRT,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2001,48.0
Portugal,PRT,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2001,1.227
Portugal,PRT,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2001,17147.79
Portugal,PRT,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2001,20.8
Portugal,PRT,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,2001,83.39
Portugal,PRT,Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CO2.TR.MT.CE.AR5,2001,17.85
Portugal,PRT,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,2001,10.18
Portugal,PRT,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),EN.GHG.CO2.IP.MT.CE.AR5,2001,5.6
Romania,ROU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2001,71.16
Romania,ROU,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2001,151.0
Romania,ROU,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2001,6.697
Romania,ROU,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2001,10366.23
Romania,ROU,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2001,13.4
Romania,ROU,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,2001,86.54
Romania,ROU,Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CO2.TR.MT.CE.AR5,2001,11.54
Romania,ROU,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,2001,20.24
Romania,ROU,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),EN.GHG.CO2.IP.MT.CE.AR5,2001,8.34
Russian Federation,RUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2001,65.38
Russian Federation,RUS,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2001,92.0
Russian Federation,RUS,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2001,5.547
Russian Federation,RUS,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2001,352144.72
Russian Federation,RUS,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2001,3.6
Russian Federation,RUS,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,2001,90.89
Russian Federation,RUS,Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CO2.TR.MT.CE.AR5,2001,195.64
Russian Federation,RUS,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,2001,157.88
Russian Federation,RUS,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),EN.GHG.CO2.IP.MT.CE.AR5,2001,77.41
San Marino,SMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2001,
San Marino,SMR,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2001,0.0
San Marino,SMR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2001,3.601
San Marino,SMR,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2001,47082.49
San Marino,SMR,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2001,
San Marino,SMR,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,2001,
San Marino,SMR,Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CO2.TR.MT.CE.AR5,2001,
San Marino,SMR,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,2001,
San Marino,SMR,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),EN.GHG.CO2.IP.MT.CE.AR5,2001,
Serbia,SRB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2001,72.23
Serbia,SRB,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2001,
Serbia,SRB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2001,7.063
Serbia,SRB,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2001,372003.36
Serbia,SRB,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2001,19.6
Serbia,SRB,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,2001,85.16
Serbia,SRB,Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CO2.TR.MT.CE.AR5,2001,
Serbia,SRB,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,2001,
Serbia,SRB,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),EN.GHG.CO2.IP.MT.CE.AR5,2001,
Slovak Republic,SVK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2001,73.4
Slovak Republic,SVK,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2001,21.0
Slovak Republic,SVK,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2001,3.443
